Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
7% noong 2009."",CD.* PM.* RB.*_CC.* CD.* PM.* PM.*,CDB PMS RBW_CCP CDB PMP PMS,7% noo 2009."",
"Ang Unibersidad ng California,",DT.* NN.* CC.* NN.* PM.*,DTC NNP CCB NNP PMC,"ang unibersidad ng california,",
"Berkeley ay naghayag na isa sa kanilang mga istudyanteng nagtapos,",NN.* LM VB.* CC.* PR.* CC.* PR.*_CC.* DT.* NN.*_CC.* VB.* PM.*,NNP LM VBTS CCP PRI CCT PRSP_CCP DTCP NNC_CCP VBTS PMC,"berkeley ay hayag na isa sa kanila mga istudyanteng nagtapos,",
"Micheal Park,",NN.* NN.* PM.*,NNP NNP PMC,"micheal park,",
"ay muling natuklasan noong Mayo 24 ang Mount Diablo buckwheat,",LM RB.*_CC.* VB.* RB.*_CC.* NN.* CD.* DT.* NN.* NN.* FW PM.*,LM RBW_CCP VBTS RBW_CCP NNP CDB DTC NNP NNP FW PMC,"ay muli tuklas noo mayo 24 ang mount diablo buckwheat,",
isang halaman na hindi na nakikita simula pa noong 1936 at pinaniniwalaang wala nang nabubuhay pa.,PR.*_CC.* NN.* CC.* RB.* CC.* VB.* RB.* RB.* RB.*_CC.* CD.* CC.* VB.*_CC.* VB.* CC.* VB.* RB.* PM.*,PRI_CCP NNC CCP RBF CCP VBTR RBW RBI RBW_CCP CDB CCA VBTR_CCP VBN CCB VBTR RBI PMP,isa halaman na hindi na kita simula pa noo 1936 at pinaniniwalaang wala nang buhay pa.,
"Natagpuan halos 30 milya sa silangan ng San Francisco,",VB.* JJ.* CD.* NN.* CC.* JJ.* CC.* NN.* NN.* PM.*,VBTS JJD CDB NNC CCT JJD CCB NNP NNP PMC,"natagpuan halos 30 milya sa silangan ng san francisco,",
Park [may edad na 35] nakilala ang isang maliit na pink na namumulaklak na halaman ay nasabing may pagkakatulad sa baby's breath sa kasalukuyang pagbisita sa bundok.,NN.* NN.* VB.* NN.* CC.* CD.* NN.* VB.* DT.* PR.*_CC.* JJ.* CC.* NN.* CC.* VB.* CC.* NN.* LM VB.* VB.* NN.* CC.* NN.* PM.* NN.* FW CC.* RB.*_CC.* NN.* CC.* NN.* PM.*,NNP NNPA VBH NNC CCP CDB NNPA VBTS DTC PRI_CCP JJD CCP NNC CCP VBTR CCP NNC LM VBTS VBH NNC CCT NNC PMS NNCA FW CCT RBW_CCP NNC CCT NNC PMP,park [may edad na 35] kilala ang isa liit na pink na namumulaklak na halaman ay sabi may tulad sa baby's breath sa kasalukuyang bisita sa bundok.,
Ang kabuluhan ng pagkahanap ay nagdala sa paghahalintulad sa naunang pagkakatuklas ng Ivory-billed woodpecker sa Arkansas mas maaga ng taong ito noong Abril.,DT.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* VB.*_CC.* VB.* CC.* NN.* PM.* FW FW CC.* NN.* JJ.* JJ.* CC.* NN.*_CC.* PR.* RB.*_CC.* NN.* PM.*,DTC NNC CCB NNC LM VBTS CCT NNC CCT VBTS_CCP VBW CCB NNP PMS FW FW CCT NNP JJCC JJD CCB NNC_CCP PRO RBW_CCP NNP PMP,ang kabuluhan ng hanap ay dala sa halintulad sa una tuklas ng ivory-billed woodpecker sa arkansas mas aga ng tao ito noo abril.,
"Ang eksaktong lokasyon ng namumulaklak na halaman ay,",DT.* JJ.*_CC.* NN.* CC.* VB.* CC.* NN.* LM PM.*,DTC JJD_CCP NNC CCB VBTR CCP NNC LM PMC,"ang eksakto lokasyon ng namumulaklak na halaman ay,",
para sa ngayon ay itinatago pa.,CC.* CC.* RB.* LM VB.* RB.* PM.*,CCT CCT RBW LM VBTR RBI PMP,para sa ngayon ay tago pa.,
Ilan sa mga botanists ay kinumpirma ito kasama ang halos isang dosena o iba pang mga halaman.,PR.* CC.* DT.* FW LM VB.* PR.* CC.* DT.* JJ.* JJ.*_CC.* NN.* CC.* PR.* RB.*_CC.* DT.* NN.* PM.*,PRQ CCT DTCP FW LM VBTS PRO CCB DTC JJD JJN_CCP NNC CCT PRI RBI_CCP DTCP NNC PMP,ilan sa mga botanists ay kinumpirma ito kasama ang halos isa dosena o iba pang mga halaman.,
Ang pagaari ay pinangangalagaan ng Save Mount Diablo conservation group na nangangasiwa sa Mount Diablo State Park.,DT.* NN.* LM VB.* CC.* NN.* NN.* NN.* FW FW CC.* VB.* CC.* NN.* NN.* NN.* NN.* PM.*,DTC NNC LM VBTR CCB NNP NNP NNP FW FW CCP VBTR CCT NNP NNP NNP NNP PMP,ang pagaari ay pinangangalagaan ng save mount diablo conservation group na ngasiwa sa mount diablo state park.,
Ang United Nations (UN) noong Biyernes ay tinawagan ang gobyerno ng Pakistan para imbestigahan ang maraming pagpatay at pagdukot partikular ng mga mamamahayag.,DT.* NN.* NN.* NN.* NN.* NN.* RB.*_CC.* NN.* LM VB.* DT.* NN.* CC.* NN.* CC.* VB.* DT.* PR.*_CC.* NN.* CC.* NN.* JJ.* CC.* DT.* NN.* PM.*,DTC NNP NNP NNPA NNPA NNPA RBW_CCP NNP LM VBOF DTC NNC CCB NNP CCT VBOF DTC PRI_CCP NNC CCA NNC JJD CCB DTCP NNC PMP,ang united nations (un) noo biyernes ay tawag ang gobyerno ng pakistan para imbestiga ang dami patay at dukot partikular ng mga mamamahayag.,
"""Sa loob lang ng nakaraang walong araw natanggap namin ang mga ulat ng pagpatay ng isang mamamahayag,",PM.*  CC.* NN.* RB.* CC.* VB.*_CC.* JJ.*_CC.* NN.* VB.* PR.* DT.* DT.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,PMS  CCT NNC RBI CCB VBTS_CCP JJN_CCP NNC VBTS PRP DTC DTCP NNC CCB NNC CCB PRI_CCP NNC PMC,"""sa loob lang ng nakaraang walo araw tanggap namin ang mga ulat ng patay ng isa mamamahayag,",
"na si Munir Shakir,",CC.* DT.* NN.* NN.* PM.*,CCP DTP NNP NNP PMC,"na si munir shakir,",
"sa Balochistan noong Agosto 14,",CC.* NN.* RB.*_CC.* NN.* CD.* PM.*,CCT NNP RBW_CCP NNP CDB PMC,"sa balochistan noo agosto 14,",
"2011,",CD.* PM.*,CDB PMC,"2011,",
"at ang pagkawala ng ibang mamamahayag na si Rehmatullah Daparkhel,",CC.* DT.* NN.* CC.* PR.*_CC.* NN.* CC.* DT.* NN.* NN.* PM.*,CCA DTC NNC CCB PRI_CCP NNC CCP DTP NNP NNP PMC,"at ang wala ng iba hayag na si rehmatullah daparkhel,",
"tatlong araw mas maaga sa North Waziristan noong Agosto 11,""",JJ.*_CC.* NN.* JJ.* JJ.* CC.* NN.* NN.* RB.*_CC.* NN.* CD.* PM.* PM.*,JJN_CCP NNC JJCC JJD CCT NNP NNP RBW_CCP NNP CDB PMC PMS,"tatlong araw mas aga sa north waziristan noo agosto 11,""",
"sinabi ng tagapagsalita para sa United Nations High Commissioner para sa Human Rights,",VB.* CC.* NN.* CC.* CC.* NN.* NN.* NN.* NN.* CC.* CC.* NN.* NN.* PM.*,VBTS CCB NNC CCT CCT NNP NNP NNP NNP CCT CCT NNP NNP PMC,"sabi ng tagapagsalita para sa united nations high commissioner para sa human rights,",
na si Rupert Colville.,CC.* DT.* NN.* NN.* PM.*,CCP DTP NNP NNP PMP,na si rupert colville.,
"Ayon sa Committee to Protect Jounalists,",RB.* CC.* NN.* FW NN.* NN.* PM.*,RBR CCT NNP FW NNP NNP PMC,"ayon sa committee to protect jounalists,",
"syam na mamamahayag ang napatay na sa Pakistan ngayong taong ito,",JJ.* CC.* NN.* DT.* VB.* CC.* CC.* NN.* RB.*_CC.* NN.*_CC.* PR.* PM.*,JJN CCP NNC DTC VBTS CCP CCT NNP RBW_CCP NNC_CCP PRO PMC,"syam na hayag ang patay na sa pakistan ngayong tao ito,",
at hindi bababa sa 16 ang napatay noong 2010.,CC.* RB.* VB.* CC.* CD.* DT.* VB.* RB.*_CC.* CD.* PM.*,CCA RBF VBTF CCT CDB DTC VBTS RBW_CCP CDB PMP,at hindi baba sa 16 ang patay noo 2010.,
"Wala sa mga pagpatay ang naimbestigahan ng kasiyasiya,",VB.* CC.* DT.* NN.* DT.* VB.* CC.* NN.* PM.*,VBN CCT DTCP NNC DTC VBTS CCB NNC PMC,"wala sa mga patay ang imbestiga ng kasiyasiya,",
sabi ni Colville.,VB.* DT.* NN.* PM.*,VBS DTP NNP PMP,sabi ni colville.,
Sabi ni Colville na ang UN ay gustong makita ang gobyerno na suriing mabuti ang lahat ng mga insidente.,VB.* DT.* NN.* CC.* DT.* NN.* LM VB.*_CC.* VB.* DT.* NN.* CC.* FW JJ.* DT.* PR.* CC.* DT.* NN.* PM.*,VBS DTP NNP CCP DTC NNPA LM VBS_CCP VBW DTC NNC CCP FW JJD DTC PRI CCB DTCP NNC PMP,sabi ni colville na ang un ay gusto kita ang gobyerno na suriing buti ang lahat ng mga insidente.,
"""Nananawagan kami sa lahat ng responsableng partido na agapang itigil ang gayong mga paglabag sa karapatang pantao,",PM.*  VB.* PR.* CC.* PR.* CC.* JJ.*_CC.* NN.* CC.* RB.*_CC.* VB.* DT.* PR.*_CC.* DT.* NN.* CC.* NN.*_CC.* JJ.* PM.*,PMS  VBTS PRP CCT PRI CCB JJD_CCP NNC CCP RBD_CCP VBOF DTC PRO_CCP DTCP NNC CCT NNC_CCP JJD PMC,"""nananawagan kami sa lahat ng responsable partido na agapang tigil ang gayong mga labag sa karapatang pantao,",
"at hinihimok namin ang gobyerno na gumawa ng agarang hakbang na malayang imbestigahan ang mga kasong ito,""",CC.* VB.* PR.* DT.* NN.* CC.* VB.* CC.* RB.*_CC.* NN.* CC.* JJ.*_CC.* VB.* DT.* DT.* NN.*_CC.* PR.* PM.* PM.*,CCA VBTR PRP DTC NNC CCP VBAF CCB RBD_CCP NNC CCP JJD_CCP VBOF DTC DTCP NNC_CCP PRO PMC PMS,"at himok namin ang gobyerno na gawa ng agarang hakbang na laya imbestiga ang mga kaso ito,""",
sabi nya.,VB.* PR.* PM.*,VBS PRS PMP,sabi nya.,
Ang Amnesty International ay gayunding hinimok ang gobyerno ng Pakitsan na siguraduhin ang proteksyon ng mga mamamahayag at mga nagtratrabaho sa media sa loob ng bansa.,DT.* NN.* NN.* LM RB.*_CC.* VB.* DT.* NN.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* DT.* NN.* CC.* DT.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNP NNP LM RBD_CCP VBOF DTC NNC CCB NNP CCP VBOF DTC NNC CCB DTCP NNC CCA DTCP VBTR CCT NNC CCT NNC CCB NNC PMP,ang amnesty international ay gayunding himok ang gobyerno ng pakitsan na siguraduhin ang proteksyon ng mga hayag at mga trabaho sa media sa loob ng bansa.,
Sila ay lalong tumawag ng pansin sa mga awtoridad ng pakistan na imbestigahan ang mga pag atake sa mga mamamahayag at subukin ang mga responsible sa ganitong linya ng may pang international na pamantayan ng karapatang pantao.,PR.* LM JJ.*_CC.* VB.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* VB.* DT.* DT.* CC.* NN.* CC.* DT.* NN.* CC.* VB.* DT.* DT.* NN.* CC.* PR.*_CC.* NN.* CC.* VB.* RB.*_CC.* FW CC.* NN.* CC.* NN.*_CC.* JJ.* PM.*,PRP LM JJCC_CCP VBAF CCB NNC CCT DTCP NNC CCB NNC CCP VBOF DTC DTCP CCR NNC CCT DTCP NNC CCA VBOF DTC DTCP NNC CCT PRC_CCP NNC CCB VBH RBI_CCP FW CCP NNC CCB NNC_CCP JJD PMP,sila ay lalo tawag ng pansin sa mga awtoridad ng pakistan na imbestiga ang mga pag atake sa mga hayag at subukin ang mga responsible sa ganito linya ng may pang international na pamantayan ng karapatang pantao.,
Sabi ni Colville na ang kamakailang mga pag atake sa mga mamamahayag ay pangkaraniwan na sa Pakistan at ang maraming grupo ng mamamahayag ay itinuturing ang bansa bilang isa sa mga pinakadelikadong lugar para magtrabaho.,VB.* DT.* NN.* CC.* DT.* RB.*_CC.* DT.* CC.* NN.* CC.* DT.* NN.* LM JJ.* RB.* CC.* NN.* CC.* DT.* PR.*_CC.* NN.* CC.* NN.* LM VB.* DT.* NN.* CC.* PR.* CC.* DT.* JJ.*_JJ.*_CC.* NN.* CC.* VB.* PM.*,VBS DTP NNP CCP DTC RBW_CCP DTCP CCR NNC CCT DTCP NNC LM JJD RBI CCT NNP CCA DTC PRI_CCP NNC CCB NNC LM VBTR DTC NNC CCT PRI CCT DTCP JJCS_JJD_CCP NNC CCT VBW PMP,sabi ni colville na ang kaila mga pag atake sa mga hayag ay pangkaraniwan na sa pakistan at ang dami grupo ng hayag ay turing ang bansa bilang isa sa mga delikado lugar para magtrabaho.,
Si Shakir ay patay na nabaril pagkatapos nyang pagtakpan ang protesta na itinatag ng isang Baloch separatist organization.,DT.* NN.* LM JJ.* CC.* VB.* RB.* PR.*_CC.* NN.* DT.* NN.* CC.* VB.* CC.* PR.*_CC.* NN.* NN.* NN.* PM.*,DTP NNP LM JJD CCP VBTS RBW PRS_CCP NNC DTC NNC CCP VBTS CCB PRI_CCP NNP NNC NNC PMP,si shakir ay patay na baril tapos nyang takpan ang protesta na tatag ng isa baloch separatist organization.,
"Si Irshad Matsoi,",DT.* NN.* NN.* PM.*,DTP NNP NNP PMC,"si irshad matsoi,",
"ang hepe ng kawani para sa Online News Network kung saan si Shakir ay nagtrabaho,",DT.* NN.* CC.* NN.* CC.* CC.* NN.* NN.* NN.* RB.* RB.* DT.* NN.* LM VB.* PM.*,DTC NNC CCB NNC CCT CCT NNP NNP NNP RBK RBQ DTP NNP LM VBTS PMC,"ang hepe ng kawani para sa online news network kung saan si shakir ay nagtrabaho,",
sinabi na ang pagpatay ay nakaugnay sa trabaho ng mamamahayag.,VB.* CC.* DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* PM.*,VBTS CCP DTC NNC LM VBTS CCT NNC CCB NNC PMP,sabi na ang patay ay ugnay sa trabaho ng mamamahayag.,
Ang pamamahayag sa Balochistan ay nagiging ""isang nanganganib na mawalang propesyun"" sabi ni Matsoi.,DT.* NN.* CC.* NN.* LM VB.* PM.* PR.*_CC.* VB.* CC.* JJ.*_CC.* FW PM.* VB.* DT.* NN.* PM.*,DTC NNC CCT NNP LM VBTR PMS PRI_CCP VBTR CCP JJD_CCP FW PMS VBS DTP NNP PMP,ang hayag sa balochistan ay igi ""isang nganib na wala propesyun"" sabi ni matsoi.,
Ang Reporters Without Borders (RWB) ay umapela para sa pagpaparusa ng mga responsable sa pagpatay.,DT.* NN.* NN.* NN.* NN.* NN.* NN.* LM VB.* CC.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* PM.*,DTC NNP NNP NNP NNPA NNP NNPA LM VBAF CCT CCT NNC CCB DTCP NNC CCT NNC PMP,ang reporters without borders (rwb) ay apela para sa pagpaparusa ng mga responsable sa pagpatay.,
"Ayon sa RWB,",RB.* CC.* NN.* PM.*,RBR CCT NNPA PMC,"ayon sa rwb,",
"ang mga mamamahayag ay hindi nararamdaman na malaya na magpahayag sa Balochistan,",DT.* DT.* NN.* LM RB.* VB.* CC.* JJ.* CC.* VB.* CC.* NN.* PM.*,DTC DTCP NNC LM RBF VBTR CCP JJD CCP VBW CCT NNP PMC,"ang mga hayag ay hindi ramdam na laya na hayag sa balochistan,",
na nagbunsod ng self-censorship sa loob ng rehiyon.,CC.* VB.* CC.* FW PM.* FW CC.* NN.* CC.* NN.* PM.*,CCP VBTS CCB FW PMS FW CCT NNC CCB NNC PMP,na bunsod ng self-censorship sa loob ng rehiyon.,
"Ang kinaroroonan ng Daparkhel,",DT.* VB.* CC.* NN.* PM.*,DTC VBTR CCB NNP PMC,"ang kinaroroonan ng daparkhel,",
"dinukot noong Agosto 11,",VB.* RB.*_CC.* NN.* CD.* PM.*,VBTS RBW_CCP NNP CDB PMC,"dukot noo agosto 11,",
ay nanatiling hindi alam.,LM VB.*_CC.* RB.* VB.* PM.*,LM VBTS_CCP RBF VBS PMP,ay tili hindi alam.,
Ang samahan ng pang buong mundong pahayagang pangkalayaan ay sinabi na ang pamahalaan ay dapat gawin ang lahat ng makakaya para hanapin siya agad.,DT.* NN.* CC.* RB.*_CC.* PR.*_CC.* NN.*_CC.* NN.*_CC.* JJ.* LM VB.* CC.* DT.* NN.* LM VB.* VB.* DT.* PR.* CC.* VB.* CC.* VB.* PR.* RB.* PM.*,DTC NNC CCB RBI_CCP PRI_CCP NNC_CCP NNC_CCP JJD LM VBTS CCP DTC NNC LM VBS VBOF DTC PRI CCB VBW CCT VBOF PRS RBW PMP,ang samahan ng pang buo mundo pahayagang pangkalayaan ay sabi na ang pamahalaan ay dapat gawin ang lahat ng kaya para hanap siya agad.,
"""Ito ay hindi katanggap-tangap na ang mga lokal na mamahayag ay kailangang gawin ang trabaho ng pulis at mag-imbestiga ng kanila gamit ang kanilang mga kaugnayan.""",PM.*  PR.* LM RB.* JJ.* PM.* JJ.* CC.* DT.* DT.* JJ.* CC.* NN.* LM VB.*_CC.* VB.* DT.* NN.* CC.* NN.* CC.* VB.* PM.* NN.* CC.* PR.* VB.* DT.* PR.*_CC.* DT.* NN.* PM.* PM.*,PMS  PRO LM RBF JJD PMS JJD CCP DTC DTCP JJD CCP NNC LM VBS_CCP VBOF DTC NNC CCB NNC CCA VBW PMS NNC CCB PRSP VBS DTC PRSP_CCP DTCP NNC PMP PMS,ito ay hindi katanggap-tangap na ang mga lokal na hayag ay kailangang gawin ang trabaho ng pulis at imbestiga ng kanila gamit ang kanila mga kaugnayan.,
sinabi ng organisasyon.,VB.* CC.* NN.* PM.*,VBTS CCB NNC PMP,sabi ng organisasyon.,
Ang Human Rights Commision of Pakistan (HRCP) ay kinondena ang insidente.,DT.* NN.* NN.* NN.* FW NN.* NN.* NN.* NN.* LM VB.* DT.* NN.* PM.*,DTC NNP NNP NNP FW NNP NNPA NNP NNPA LM VBOF DTC NNC PMP,ang human rights commision of pakistan (hrcp) ay kondena ang insidente.,
"""Mayroong lumalagong pakiramdam ng kawalan ng kapanatagan sa mga taong medya na lumalaking pinapakahulugan ang bawat paglusob sa mamamahayag bilang babala na 'magpakabait,",PM.*  VB.*_CC.* VB.*_VB.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.*_CC.* NN.* CC.* VB.*_VB.*_CC.* VB.* DT.* PR.* NN.* CC.* NN.* CC.* NN.* CC.* PM.* VB.* PM.*,PMS  VBH_CCP VBTR_VBAF_CCP NNC CCB NNC CCB NNC CCT DTCP NNC_CCP NNC CCP VBTR_VBAF_CCP VBTR DTC PRI NNC CCT NNC CCT NNC CCP PMS VBW PMC,"""mayroong lago pakiramdam ng kawal ng panatag sa mga tao medya na lalaki kahulugan ang bawat lusob sa hayag bilang babala na 'magpakabait,",
'"" sabi ng HRCP.,PM.*  PM.* VB.* CC.* NN.* PM.*,PMS  PMS VBS CCB NNPA PMP,'"" sabi ng hrcp.,
"Sabi din ng HRCP na sa halos lahat ng kaso ng karahasan laban sa mga mamamahayag sa mga huling ilang taon,",VB.* RB.* CC.* NN.* CC.* CC.* JJ.* PR.* CC.* NN.* CC.* NN.* NN.* CC.* DT.* NN.* CC.* DT.* JJ.*_CC.* PR.*_CC.* NN.* PM.*,VBW RBI CCB NNPA CCP CCT JJD PRI CCB NNC CCB NNC NNC CCT DTCP NNC CCT DTCP JJD_CCP PRQ_CCP NNC PMC,"sabi din ng hrcp na sa halos lahat ng kaso ng karahasan laban sa mga hayag sa mga huli ilang taon,",
iyong mga may pananagutan ay hindi nakilala o naparusahan.,PR.*_CC.* DT.* VB.* NN.* LM RB.* VB.* CC.* VB.* PM.*,PRO_CCP DTCP VBH NNC LM RBF VBTS CCT VBTS PMP,iyo mga may pananagutan ay hindi kilala o naparusahan.,
"""Ang HRCP ay nananawagan sa pamahalaan na tumugon sa pamamagitan ng epektibong mga aksyon at hindi lamang mga salita sa susunod na mga araw,",PM.*  DT.* NN.* LM VB.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* JJ.*_CC.* DT.* NN.* CC.* RB.* RB.* DT.* NN.* CC.* VB.* CC.* DT.* NN.* PM.*,PMS  DTC NNPA LM VBTS CCT NNC CCP VBAF CCT NNC CCB JJD_CCP DTCP NNC CCA RBF RBI DTCP NNC CCT VBTF CCP DTCP NNC PMC,"""ang hrcp ay nananawagan sa pamahalaan na tugon sa pamamagitan ng epektibo mga aksyon at hindi lamang mga salita sa sunod na mga araw,",
"na nagpapadala ng isang malakas na mensahe sa mga gumagawa ng kalokohan na ito na hindi na tatatayo lang bilang isang lamang manonood habang ang mga mamamahayag ay pinapatay at dinudukot,""",CC.* VB.* CC.* PR.*_CC.* JJ.* CC.* NN.* CC.* DT.* VB.*_VB.* CC.* NN.* CC.* PR.* CC.* RB.* CC.* VB.* RB.* CC.* PR.*_CC.* RB.* NN.* RB.* DT.* DT.* NN.* LM VB.* CC.* VB.* PM.* PM.*,CCP VBTR CCB PRI_CCP JJD CCP NNC CCT DTCP VBTR_VBAF CCB NNC CCP PRO CCP RBF CCP VBTF RBI CCT PRI_CCP RBI NNC RBW DTC DTCP NNC LM VBTR CCA VBTR PMC PMS,"na dala ng isa lakas na mensahe sa mga gawa ng loko na ito na hindi na tayo lang bilang isa lamang nood habang ang mga hayag ay patay at dinudukot,""",
ang sinabi Komisyon.,DT.* VB.* NN.* PM.*,DTC VBTS NNP PMP,ang sabi komisyon.,
"Si Mohammed Bouyeri,",DT.* NN.* NN.* PM.*,DTP NNP NNP PMC,"si mohammed bouyeri,",
"isang radikal na Islamista na miyembro ng Hofstad Network,",PR.*_CC.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* PM.*,PRI_CCP JJD CCP NNP CCP NNC CCB NNP NNP PMC,"isa radikal na islamista na miyembro ng hofstad network,",
ay hinatulan ng panghabang buhay na pagkakabilanggo ng korte sa Amsterdam para sa pagpatay sa pinagtatalunang taga-gawa ng perikula na si Thoe Van Gogh noong Nobyembre 2004.,LM VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* NN.* CC.* VB.*_CC.* JJ.* PM.* VB.* CC.* NN.* CC.* DT.* NN.* NN.* NN.* RB.*_CC.* NN.* CD.* PM.*,LM VBTS CCB JJD_CCP NNC CCP NNC CCB NNC CCT NNP CCT CCT NNC CCT VBRF_CCP JJD PMS VBS CCB NNC CCP DTP NNP NNP NNP RBW_CCP NNP CDB PMP,ay hinatulan ng panghabang buhay na bilanggo ng korte sa amsterdam para sa patay sa pinagtatalunang gawa ng perikula na si thoe van gogh noo nobyembre 2004.,
Si Van Gogh ay tinambangan sa kalye ng Amsterdam at binaril nang paulit-ulit sa dibdib bago siya sinaksak ni Bouyeri at nilaslas ang kaniyang leeg.,DT.* NN.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* RB.* PM.* RB.* CC.* NN.* RB.* PR.* VB.* DT.* NN.* CC.* VB.* DT.* PR.*_CC.* NN.* PM.*,DTP NNP NNP LM VBOF CCT NNC CCB NNP CCA VBOF CCB RBD PMS RBW CCT NNC RBW PRS VBTS DTP NNP CCA VBTS DTC PRSP_CCP NNC PMP,si van gogh ay tambang sa kalye ng amsterdam at baril nang ulit sa dibdib bago siya saksak ni bouyeri at laslas ang kaniya leeg.,
Sinabi ng paghahatol na si Bouyeri ay nagpakita ng ""wala talagang pagpapahalaga sa buhay ng tao"" at kinatay si Van Gogh nang ""walang awa."",VB.* CC.* NN.* CC.* DT.* NN.* LM VB.* CC.* PM.* VB.* RB.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.* CC.* VB.* DT.* NN.* NN.* RB.* PM.* VB.*_CC.* NN.* PM.* PM.*,VBTS CCB NNC CCP DTP NNP LM VBTS CCB PMS VBN RBT_CCP NNC CCT NNC CCB NNC PMS CCA VBTS DTP NNP NNP RBW PMS VBN_CCP NNC PMP PMS,sabi ng hatol na si bouyeri ay kita ng ""wala talaga halaga sa buhay ng tao"" at katay si van gogh nang ""walang awa."",
"Si Bouyeri,",DT.* NN.* PM.*,DTP NNP PMC,"si bouyeri,",
"isang 27 na taong gulang na may hawak na magkasamang Dutch-Moroccan na nasyonalidad,",PR.*_CC.* CD.* CC.* NN.*_CC.* NN.* CC.* VB.* JJ.* CC.* VB.*_CC.* NN.* PM.* NN.* CC.* NN.* PM.*,PRI_CCP CDB CCP NNC_CCP NNC CCP VBH JJD CCP VBAF_CCP NNP PMS NNP CCP NNC PMC,"isa 27 na tao gulang na may hawak na kasama dutch-moroccan na nasyonalidad,",
ay nagpahayag na ginawa niya ito sa ngalan ng Islam.,LM VB.* CC.* VB.* PR.* PR.* CC.* NN.* CC.* NN.* PM.*,LM VBTS CCP VBOF PRS PRO CCT NNC CCB NNP PMP,ay hayag na gawa niya ito sa ngalan ng islam.,
Gumawa siya ng pag-amin korte ng hukuman at isinumpa na ""gagawin niyang muli ito"" pag nagkaroon siya ng pagkakataon.,VB.* PR.* CC.* CC.* PM.* PR.* NN.* CC.* NN.* CC.* VB.* CC.* PM.* VB.* PR.*_CC.* RB.* PR.* PM.* CC.* VB.* PR.* CC.* NN.* PM.*,VBAF PRS CCB CCR PMS PRSP NNC CCB NNC CCA VBOF CCP PMS VBTF PRS_CCP RBW PRO PMS CCR VBTS PRS CCB NNC PMP,gawa siya ng amin korte ng hukuman at sumpa na ""gagawin niya muli ito"" pag roon siya ng pagkakataon.,
Si Van Gogh ay matapat na manunuri ng Islam at ang nakikitang pang aabuso nito sa mga kababaihan.,DT.* NN.* NN.* LM JJ.* CC.* NN.* CC.* NN.* CC.* DT.* VB.*_CC.* RB.*_CC.* VB.* PR.* CC.* DT.* NN.* PM.*,DTP NNP NNP LM JJD CCP NNC CCB NNP CCA DTC VBTR_CCP RBI_CCP VBTF PRO CCT DTCP NNC PMP,si van gogh ay tapat na manunuri ng islam at ang kita pang aabuso nito sa mga kababaihan.,
"Si Van Gogh ang namatnugot ng ilang pelikulang kritikal sa Islam,",DT.* NN.* NN.* DT.* VB.* CC.* PR.*_CC.* NN.*_CC.* JJ.* CC.* NN.* PM.*,DTP NNP NNP DTC VBTR CCB PRQ_CCP NNC_CCP JJD CCT NNP PMC,"si van gogh ang namatnugot ng ilang pelikula kritikal sa islam,",
ang pinakatumatak ay ang Submission kung saan ang mga talata ng Qu'ran ay nasulat sa mga hubad na katawan ng mga babae.,DT.* JJ.*_JJ.* LM DT.* NN.* RB.* RB.* DT.* DT.* NN.* CC.* NN.* PM.* FW LM VB.* CC.* DT.* JJ.* CC.* NN.* CC.* DT.* NN.* PM.*,DTC JJCS_JJD LM DTC NNP RBK RBQ DTC DTCP NNC CCB NNP PMS FW LM VBTS CCT DTCP JJD CCP NNC CCB DTCP NNC PMP,ang tatak ay ang submission kung saan ang mga talata ng qu'ran ay sulat sa mga hubad na katawan ng mga babae.,
Matinding pagbaha sa bansang isla ng Fiji na pumatay sa walong tao at nagtulak sa libo libong mamamayan na lumikas.,JJ.*_CC.* VB.* CC.* NN.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* JJ.*_CC.* NN.* CC.* VB.* CC.* NN.* JJ.*_CC.* NN.* CC.* VB.* PM.*,JJD_CCP VBW CCT NNC_CCP NNC CCB NNP CCP VBAF CCT JJN_CCP NNC CCA VBTS CCT NNC JJN_CCP NNC CCP VBAF PMP,tindi baha sa bansa isla ng fiji na patay sa walo tao at tulak sa libo libo mamamayan na lumikas.,
